,quarter,roa
0,2009Q2,0.0
1,2009Q3,0.0
2,2009Q4,6.48
3,2010Q1,0.0
4,2010Q2,0.31
5,2010Q3,-0.55
6,2010Q4,-0.01
7,2011Q1,-0.49
8,2011Q2,1.54
9,2011Q3,0.11
10,2011Q4,-2.15
11,2012Q1,-2.85
12,2012Q2,-1.48
13,2012Q3,-1.62
14,2012Q4,3.87
15,2013Q1,-3.41
16,2013Q2,9.12
17,2013Q3,0.04
18,2013Q4,0.11
19,2014Q1,-0.18
20,2014Q2,0.27
21,2014Q3,0.08
22,2014Q4,0.08
23,2015Q1,0.02
24,2015Q2,0.08
25,2015Q3,0.1
26,2015Q4,0.12
27,2016Q1,0.04
28,2016Q2,0.09
29,2016Q3,0.12
30,2016Q4,0.2
31,2017Q1,0.12
32,2017Q2,0.15
33,2017Q3,0.1
34,2017Q4,1.92
35,2018Q1,0.02
36,2018Q2,0.15
37,2018Q3,0.05
38,2018Q4,2.8
39,2019Q1,0.02
40,2019Q2,0.06
41,2019Q3,0.09
42,2019Q4,1.7
43,2020Q1,0.03
44,2020Q2,0.08
45,2020Q3,0.14
46,2020Q4,1.09
47,2021Q1,0.02
48,2021Q2,0.04
49,2021Q3,0.51
50,2021Q4,0.5
51,2022Q1,0.14
52,2022Q2,0.23
