,date,quarter,price,shares_est,market_cap
0,2018-09-28,2018Q3,12.5,60002528.65812542,750031608227
1,2018-12-28,2018Q4,10.0,60001176.17407376,600011761741
2,2019-03-29,2019Q1,8.6,60001916.8264022,516016484707
3,2019-06-28,2019Q2,10.1,60000419.42790034,606004236222
4,2019-09-30,2019Q3,10.0,59998191.08699227,599981910870
5,2019-12-31,2019Q4,9.5,60002412.645590685,570022920133
6,2020-03-31,2020Q1,9.0,60002366.46382691,540021298174
7,2020-06-30,2020Q2,7.2,59998509.56363335,431989268858
8,2020-09-30,2020Q3,6.5,59999508.19672131,389996803279
9,2020-12-31,2020Q4,8.7,59998611.96792103,521987924121
10,2021-03-31,2021Q1,14.3,59998800.02823463,857982840404
11,2021-06-30,2021Q2,33.2,59998804.65555206,1991960314564
12,2021-09-30,2021Q3,32.0,63000311.62355874,2016009971954
13,2021-12-31,2021Q4,42.5,103000496.3874028,4377521096465
14,2022-03-31,2022Q1,37.0,102998463.14287284,3810943136286
15,2022-06-30,2022Q2,27.6,103002745.26054075,2842875769191
