,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2012Q2,,,,,,901819.0,,913707.0,590221.0,590221.0,323485.0,0.0,433.0,10783.0,0.0,0.0,0.23,0.08
1,2012Q3,33987.0,10334.0,7102.0,5328.0,5328.0,898771.0,,910125.0,581311.0,581311.0,328814.0,0.0,178.0,10960.0,0.0,15.68,0.23,0.08
2,2012Q4,30481.0,4833.0,390.0,308.0,308.0,986412.0,,997366.0,668245.0,668245.0,329122.0,,188.0,10971.0,0.0,1.01,0.23,0.07
3,2013Q1,38009.0,9499.0,5813.0,5488.0,5488.0,975380.0,,985981.0,654375.0,654375.0,331606.0,,371.0,11054.0,0.0,14.44,3.39,1.17
4,2013Q2,30399.0,8703.0,4341.0,3900.0,3900.0,1037051.0,,1048579.0,732181.0,732181.0,316398.0,,501.0,10547.0,0.0,12.83,4.6,1.52
5,2013Q3,27074.0,8591.0,3857.0,2883.0,2883.0,739407.0,,748531.0,429487.0,129487.0,319043.0,,419.0,10635.0,0.0,10.65,0.0,0.0
6,2013Q4,35815.0,13987.0,8739.0,6607.0,6607.0,935774.0,,955282.0,629631.0,329631.0,325650.0,,629.0,10855.0,0.0,18.45,0.23,0.08
7,2014Q1,45590.0,16074.0,10596.0,8265.0,8265.0,1340414.0,,1360805.0,1028777.0,1028777.0,332028.0,,722.0,11068.0,0.0,18.13,0.22,0.05
8,2014Q2,51278.0,26011.0,20798.0,17014.0,17014.0,1222235.0,,1242610.0,896333.0,896333.0,346277.0,,1159.0,11543.0,0.0,33.18,0.21,0.06
9,2014Q3,62377.0,20847.0,14901.0,11469.0,11469.0,1335932.0,,1355875.0,998245.0,998245.0,357631.0,,1445.0,11921.0,0.0,18.39,12.74,3.53
10,2014Q4,59931.0,-23688.0,-29087.0,-34073.0,-34073.0,771901.0,,790707.0,167149.0,167149.0,623558.0,,45.0,10393.0,0.0,-56.85,0.64,0.23
11,2015Q1,18862.0,9005.0,4517.0,3708.0,3708.0,680496.0,,700644.0,74152.0,74152.0,626492.0,,-31.0,10442.0,0.0,19.66,-0.39,-0.18
12,2015Q2,19752.0,10111.0,5332.0,4139.0,4139.0,735176.0,,755247.0,125664.0,125664.0,629583.0,,-246.0,10493.0,0.0,20.96,-2.64,-1.64
13,2015Q3,14849.0,4387.0,448.0,206.0,206.0,678350.0,,696787.0,66997.0,66997.0,629789.0,,-434.0,10496.0,0.0,1.39,-4.15,-3.54
14,2015Q4,18981.0,695.0,-57451.0,-57450.0,-57450.0,622072.0,,639570.0,66068.0,66068.0,573502.0,,-823.0,9558.0,0.0,-302.67,-8.03,-7.08
15,2016Q1,17172.0,1003.0,-3119.0,-3114.0,-3114.0,604271.0,566218.0,622104.0,51484.0,51484.0,570620.0,,-937.0,9510.0,0.0,-18.14,-9.36,-8.29
16,2016Q2,16044.0,-56290.0,-59575.0,-60373.0,-60373.0,517114.0,600103.0,543144.0,32897.0,32897.0,510247.0,,-2012.0,8504.0,0.0,-376.3,-21.14,-19.3
17,2016Q3,16801.0,7573.0,4518.0,4553.0,4553.0,524300.0,538367.0,551192.0,36391.0,36391.0,514800.0,,-1940.0,8580.0,0.0,27.1,-21.46,-19.76
18,2016Q4,14023.0,-116135.0,-120278.0,-120266.0,-120266.0,375477.0,505142.0,401935.0,7401.0,7401.0,394534.0,,-2987.0,6576.0,0.0,-857.64,-36.02,-33.84
19,2017Q1,12549.0,4362.0,1449.0,1256.0,1256.0,394066.0,588076.0,420497.0,24706.0,24706.0,395791.0,,-2914.0,6597.0,0.0,10.01,-38.52,-36.48
20,2017Q2,21288.0,3466.0,716.0,716.0,716.0,387137.0,556131.0,402716.0,5894.0,5894.0,396821.0,,-1896.0,6614.0,0.0,3.37,-26.73,-25.61
21,2017Q3,43559.0,34749.0,30682.0,30682.0,30682.0,437863.0,574533.0,452846.0,25342.0,25342.0,427504.0,,-1460.0,7125.0,0.0,70.44,-21.7,-20.88
22,2017Q4,11471.0,250903.0,244841.0,244841.0,244841.0,663839.0,299914.0,679513.0,8608.0,8608.0,670905.0,,4625.0,11182.0,0.0,2134.52,58.7,56.76
23,2018Q1,57653.0,46915.0,43250.0,34602.0,34602.0,722067.0,410263.0,738074.0,32205.0,27567.0,705869.0,,5181.0,11764.0,0.0,60.02,56.49,54.7
24,2018Q2,24664.0,-17995.0,-22420.0,-17929.0,-17929.0,711031.0,476271.0,728927.0,38629.0,12429.0,690298.0,,4870.0,11505.0,0.0,-72.69,46.85,44.96
25,2018Q3,49916.0,37410.0,27621.0,22043.0,22043.0,975538.0,706240.0,991884.0,280014.0,277768.0,711870.0,,4726.0,11864.0,2.64,44.16,40.82,36.14
26,2018Q4,37120.0,18348.0,2892.0,2324.0,2324.0,1032771.0,763082.0,1051638.0,337445.0,335670.0,714194.0,,684.0,11903.0,14.62,6.26,5.82,4.68
27,2019Q1,42132.0,23102.0,7340.0,5873.0,5873.0,1166829.0,570944.0,1187029.0,467066.0,465540.0,719963.0,,205.0,11999.0,41.91,13.94,1.74,1.24
28,2019Q2,40737.0,9209.0,-5224.0,-3718.0,-3718.0,1120343.0,746823.0,1143556.0,428291.0,428291.0,715265.0,,442.0,11921.0,22.85,-9.13,3.71,2.43
29,2019Q3,57427.0,36334.0,18645.0,14433.0,14433.0,1250243.0,759338.0,1270044.0,540347.0,538329.0,729698.0,,315.0,12162.0,31.73,25.13,2.63,1.63
30,2019Q4,56711.0,10932.0,-10452.0,-8469.0,-8469.0,1246600.0,682826.0,1266401.0,545173.0,544922.0,721229.0,,135.0,12020.0,70.21,-14.93,1.13,0.67
