,quarter,roa
0,2010Q3,0.0
1,2011Q2,0.0
2,2011Q3,0.3
3,2011Q4,-1.07
4,2012Q1,0.25
5,2012Q2,0.22
6,2012Q3,0.02
7,2012Q4,-0.39
8,2013Q1,-0.83
9,2013Q2,-0.64
10,2013Q3,-1.88
11,2013Q4,0.02
12,2014Q1,-0.65
13,2014Q2,0.35
14,2014Q3,0.02
15,2014Q4,0.59
16,2015Q1,0.13
17,2015Q2,-0.21
18,2015Q3,0.19
19,2015Q4,2.83
20,2016Q1,2.15
21,2016Q2,0.62
22,2016Q3,0.25
23,2016Q4,-0.52
24,2017Q1,-0.12
25,2017Q2,-0.16
26,2017Q3,-0.7
27,2017Q4,0.32
28,2018Q1,-0.21
29,2018Q2,-0.16
30,2018Q3,-0.24
31,2018Q4,0.65
32,2019Q1,-0.07
33,2019Q2,-0.07
34,2019Q3,-0.07
35,2019Q4,0.25
36,2020Q1,0.01
37,2020Q2,-0.22
38,2020Q3,0.03
39,2020Q4,-0.03
40,2021Q1,0.13
41,2021Q2,-0.06
42,2021Q3,-0.05
43,2021Q4,0.32
44,2022Q1,0.1
45,2022Q2,0.05
