,quarter,roa
0,2007Q1,11.19
1,2007Q2,10.43
2,2007Q3,5.83
3,2007Q4,7.06
4,2008Q1,4.18
5,2008Q2,7.2
6,2008Q3,2.6
7,2008Q4,2.79
8,2009Q1,2.76
9,2009Q2,5.25
10,2009Q3,4.42
11,2009Q4,5.8
12,2010Q1,6.0
13,2010Q2,1.21
14,2010Q3,1.28
15,2010Q4,2.6
16,2011Q1,0.41
17,2011Q2,-0.17
18,2011Q3,0.07
19,2011Q4,-0.1
20,2012Q1,0.53
21,2012Q2,1.18
22,2012Q3,0.47
23,2012Q4,-1.21
24,2013Q1,0.46
25,2013Q2,0.27
26,2013Q3,0.38
27,2013Q4,0.33
28,2014Q1,0.36
29,2014Q2,3.94
30,2014Q3,3.69
31,2014Q4,2.94
32,2015Q1,2.24
33,2015Q2,1.31
34,2015Q3,0.32
35,2015Q4,2.23
36,2016Q1,0.4
37,2016Q2,1.05
38,2016Q3,0.38
39,2016Q4,-0.07
40,2017Q1,-0.04
41,2017Q2,0.31
42,2017Q3,-1.02
43,2017Q4,-0.12
44,2018Q1,0.46
45,2018Q2,0.76
46,2018Q3,0.47
47,2018Q4,0.8
48,2019Q1,0.72
49,2019Q2,0.75
50,2019Q3,0.18
51,2019Q4,-0.66
52,2020Q1,1.06
53,2020Q2,1.4
54,2020Q3,0.84
55,2020Q4,1.5
56,2021Q1,1.13
57,2021Q2,0.26
58,2021Q3,0.31
59,2021Q4,0.68
60,2022Q1,0.28
61,2022Q2,0.86
