,quarter,roa
0,2010Q1,0.0
1,2010Q3,8.68
2,2010Q4,8.76
3,2011Q1,5.34
4,2011Q2,4.55
5,2011Q3,5.54
6,2011Q4,4.09
7,2012Q1,1.66
8,2012Q2,2.95
9,2012Q3,3.48
10,2012Q4,1.54
11,2013Q1,1.49
12,2013Q2,3.05
13,2013Q3,3.04
14,2013Q4,2.29
15,2014Q1,0.24
16,2014Q2,2.88
17,2014Q3,1.55
18,2014Q4,3.85
19,2015Q1,1.68
20,2015Q2,3.09
21,2015Q3,1.74
22,2015Q4,4.03
23,2016Q1,1.27
24,2016Q2,2.34
25,2016Q3,2.81
26,2016Q4,0.83
27,2017Q1,0.82
28,2017Q2,1.1
29,2017Q3,0.75
30,2017Q4,1.44
31,2018Q1,1.55
32,2018Q2,0.97
33,2018Q3,1.89
34,2018Q4,1.05
35,2019Q1,0.23
36,2019Q2,0.48
37,2019Q3,1.75
38,2019Q4,2.3
39,2020Q1,-0.78
40,2020Q2,0.36
41,2020Q3,1.23
42,2020Q4,2.14
43,2021Q1,0.33
44,2021Q2,0.3
45,2021Q3,0.48
46,2021Q4,3.58
47,2022Q1,1.14
48,2022Q2,0.91
