,quarter,roa
0,2014Q1,0.0
1,2014Q2,0.0
2,2014Q3,0.0
3,2014Q4,3.83
4,2015Q1,1.54
5,2015Q2,2.27
6,2015Q3,1.46
7,2015Q4,4.79
8,2016Q1,1.12
9,2016Q2,6.97
10,2016Q3,2.52
11,2016Q4,0.35
12,2017Q1,1.11
13,2017Q2,2.89
14,2017Q3,1.23
15,2017Q4,2.07
16,2018Q1,0.76
17,2018Q2,1.7
18,2018Q3,0.98
19,2018Q4,1.5
20,2019Q1,0.39
21,2019Q2,0.86
22,2019Q3,0.31
23,2019Q4,0.98
24,2020Q1,0.25
25,2020Q2,0.64
26,2020Q3,0.59
27,2020Q4,1.31
28,2021Q1,0.33
29,2021Q2,0.39
30,2021Q3,1.06
31,2021Q4,0.83
32,2022Q1,0.46
33,2022Q2,0.23
