,date,quarter,price,shares_est,market_cap
0,2015-09-30,2015Q3,16.1,17534659.568506584,282308019053
1,2015-12-31,2015Q4,18.0,17478399.835034538,314611197031
2,2016-03-31,2016Q1,20.0,17489831.0387985,349796620776
3,2016-06-30,2016Q2,23.3,17479155.864357565,407264331640
4,2016-09-30,2016Q3,23.0,17478604.67444072,402007907512
5,2016-12-30,2016Q4,18.0,24469294.22548121,440447296059
6,2017-03-31,2017Q1,20.5,24469049.75502036,501615519978
7,2017-06-30,2017Q2,19.8,24470592.43397573,484517730193
8,2017-09-29,2017Q3,19.5,24469866.999168742,477162406484
9,2017-12-29,2017Q4,19.0,24470145.009951662,464932755189
10,2018-03-30,2018Q1,17.1,24469320.41561359,418425379107
11,2018-06-29,2018Q2,13.45,24470685.20642202,329130716026
12,2018-09-28,2018Q3,12.3,24470675.733106676,300989311517
13,2018-12-28,2018Q4,12.75,24470524.8023005,311999191229
14,2019-03-29,2019Q1,11.1,24469988.512349226,271616872487
15,2019-06-28,2019Q2,9.78,24469833.975689296,239314976282
16,2019-09-30,2019Q3,12.15,24469652.109548483,297306273131
17,2019-12-31,2019Q4,10.25,24470235.483399156,250819913705
18,2020-03-31,2020Q1,9.18,24470100.266897496,224635520450
19,2020-06-30,2020Q2,9.9,24470142.03911653,242254406187
20,2020-09-30,2020Q3,13.45,24469545.95791805,329115393134
21,2020-12-31,2020Q4,14.0,24469711.225302164,342575957154
22,2021-03-31,2021Q1,14.1,24470138.488170803,345028952683
23,2021-06-30,2021Q2,15.4,24471366.643851243,376859046315
24,2021-09-30,2021Q3,15.35,24470377.55558872,375620295478
25,2021-12-31,2021Q4,15.5,24470150.90172985,379287338977
26,2022-03-31,2022Q1,14.8,24471179.231446173,362173452625
27,2022-06-30,2022Q2,12.2,24470624.095100205,298541613960
