,date,quarter,price,shares_est,market_cap
0,2007-03-30,2007Q1,125.0,3200022.382213601,400002797777
1,2007-06-29,2007Q2,63.5,3203764.6260810583,203439053756
2,2007-09-28,2007Q3,88.6,7003893.195521102,620544937123
3,2007-12-28,2007Q4,162.0,7003851.0911424905,1134623876765
4,2008-03-31,2008Q1,43.5,6999937.347284005,304497274607
5,2008-06-30,2008Q2,25.3,7000071.278377704,177101803343
6,2008-09-30,2008Q3,41.2,7000069.367369589,288402857936
7,2008-12-31,2008Q4,24.9,6999962.201390989,174299058815
8,2009-03-31,2009Q1,23.3,7000037.811472001,163100881007
9,2009-06-30,2009Q2,28.5,6999887.141674818,199496783538
10,2009-09-30,2009Q3,44.0,6999965.075262808,307998463312
11,2009-12-31,2009Q4,31.0,6999964.707958356,216998905947
12,2010-03-31,2010Q1,26.8,7000068.296680781,187601830351
13,2010-06-30,2010Q2,23.7,11549920.830401126,273733123681
14,2010-09-30,2010Q3,18.0,11549749.618985413,207895493142
15,2010-12-31,2010Q4,17.9,11549915.095182767,206743480204
16,2011-03-31,2011Q1,15.8,11550200.98258151,182493175525
17,2011-06-30,2011Q2,12.1,11550238.54961832,139757886450
18,2011-09-30,2011Q3,12.9,11550004.673333956,148995060286
19,2011-12-30,2011Q4,13.1,11549865.105857609,151303232887
20,2012-03-30,2012Q1,15.5,11549841.383316206,179022541441
21,2012-06-29,2012Q2,17.0,11550234.252993234,196353982301
22,2012-09-28,2012Q3,17.1,11550190.68612015,197508260733
23,2012-12-28,2012Q4,20.0,11550083.383600043,231001667672
24,2013-03-29,2013Q1,28.3,19199770.080842543,543353493288
25,2013-06-28,2013Q2,31.0,20049817.83032196,621544352740
26,2013-09-30,2013Q3,31.4,20050293.074752152,629579202547
27,2013-12-31,2013Q4,37.6,20049661.63823488,753867277598
28,2014-03-31,2014Q1,43.5,40362817.276679285,1755782551536
29,2014-06-30,2014Q2,45.0,40362307.34751578,1816303830638
30,2014-09-30,2014Q3,44.0,60543900.01568791,2663931600690
31,2014-12-31,2014Q4,42.0,61644456.88689809,2589067189250
32,2015-03-31,2015Q1,38.5,83143962.52457234,3201042557196
33,2015-06-30,2015Q2,34.8,83143761.9008196,2893402914149
34,2015-09-30,2015Q3,35.0,83142672.16962045,2909993525937
35,2015-12-31,2015Q4,34.8,100873991.3097455,3510414897579
36,2016-03-31,2016Q1,29.9,100872112.83947933,3016076173900
37,2016-06-30,2016Q2,43.2,100874269.2168892,4357768430170
38,2016-09-30,2016Q3,48.75,100871645.60556582,4917492723271
39,2016-12-30,2016Q4,42.8,102340720.5125512,4380182837937
40,2017-03-31,2017Q1,43.0,102340936.58199412,4400660273026
41,2017-06-30,2017Q2,40.05,102340960.12623656,4098755453056
42,2017-09-29,2017Q3,36.8,117693202.17133725,4331109839905
43,2017-12-29,2017Q4,36.0,117692544.65295048,4236931607506
44,2018-03-30,2018Q1,64.9,120202569.54930514,7801146763750
45,2018-06-29,2018Q2,59.9,120167228.09766288,7198016963050
46,2018-09-28,2018Q3,57.0,133567655.23632991,7613356348471
47,2018-12-28,2018Q4,43.5,135999385.16190737,5915973254543
48,2019-03-29,2019Q1,37.3,170103353.82732597,6344855097759
49,2019-06-28,2019Q2,29.0,170043635.7314635,4931265436212
50,2019-09-30,2019Q3,29.4,170043246.80156845,4999271455966
51,2019-12-31,2019Q4,28.0,173032227.30205032,4844902364457
52,2020-03-31,2020Q1,19.5,216290742.56035936,4217669479927
53,2020-06-30,2020Q2,19.85,216362359.3466425,4294792833031
54,2020-09-30,2020Q3,20.35,208957608.9215211,4252287341553
55,2020-12-31,2020Q4,34.7,208961212.73712736,7250954081978
56,2021-03-31,2021Q1,28.3,208896280.7932478,5911764746449
57,2021-06-30,2021Q2,27.1,208895257.8422848,5661061487526
58,2021-09-30,2021Q3,28.0,208895773.7104825,5849081663894
59,2021-12-31,2021Q4,38.5,208893751.8948268,8042409447951
60,2022-03-31,2022Q1,31.75,208896075.91830057,6632450410406
61,2022-06-30,2022Q2,20.7,208896440.50559348,4324156318466
