,quarter,price,price_diff,price_diff_perc
1,2013Q1,19.0,-3.0,-13.636363636363637
2,2013Q2,14.0,-5.0,-26.31578947368421
3,2013Q3,12.6,-1.4000000000000004,-10.000000000000002
4,2013Q4,13.2,0.5999999999999996,4.761904761904759
5,2014Q1,14.8,1.6000000000000014,12.121212121212132
6,2014Q2,11.5,-3.3000000000000007,-22.297297297297302
7,2014Q3,11.9,0.40000000000000036,3.4782608695652204
8,2014Q4,11.5,-0.40000000000000036,-3.3613445378151288
9,2015Q1,10.3,-1.1999999999999993,-10.434782608695645
10,2015Q2,10.0,-0.3000000000000007,-2.9126213592233077
11,2015Q3,10.1,0.09999999999999964,0.9999999999999964
12,2015Q4,10.2,0.09999999999999964,0.9900990099009866
13,2016Q1,13.5,3.3000000000000007,32.352941176470594
14,2016Q2,11.3,-2.1999999999999993,-16.29629629629629
15,2016Q3,10.85,-0.45000000000000107,-3.9823008849557615
16,2016Q4,9.66,-1.1899999999999995,-10.967741935483867
17,2017Q1,9.8,0.14000000000000057,1.4492753623188463
18,2017Q2,9.45,-0.3500000000000014,-3.571428571428586
19,2017Q3,9.01,-0.4399999999999995,-4.656084656084651
20,2017Q4,8.9,-0.10999999999999943,-1.2208657047724687
21,2018Q1,8.81,-0.08999999999999986,-1.0112359550561782
22,2018Q2,8.6,-0.21000000000000085,-2.3836549375709515
23,2018Q3,9.45,0.8499999999999996,9.883720930232554
24,2018Q4,10.9,1.450000000000001,15.343915343915357
25,2019Q1,10.65,-0.25,-2.293577981651376
26,2019Q2,8.6,-2.0500000000000007,-19.248826291079816
27,2019Q3,10.45,1.8499999999999996,21.51162790697674
28,2019Q4,10.2,-0.25,-2.3923444976076556
29,2020Q1,10.0,-0.1999999999999993,-1.9607843137254835
30,2020Q2,12.8,2.8000000000000007,28.000000000000007
31,2020Q3,12.7,-0.10000000000000142,-0.7812500000000111
32,2020Q4,12.75,0.05000000000000071,0.39370078740158043
33,2021Q1,13.9,1.1500000000000004,9.019607843137257
34,2021Q2,29.6,15.700000000000001,112.94964028776978
35,2021Q3,36.5,6.899999999999999,23.310810810810807
36,2021Q4,36.1,-0.3999999999999986,-1.0958904109589003
37,2022Q1,57.4,21.299999999999997,59.002770083102476
38,2022Q2,27.2,-30.2,-52.613240418118465
