Attributes,change_perc1,change_perc2,open,high,low,close,volume_match,volume_reconcile,adjust,value_match,value_reconcile,volume
Symbols,STC,STC,STC,STC,STC,STC,STC,STC,STC,STC,STC,STC
date,,,,,,,,,,,,
2006-12-27,0.0,0.0,88.9,88.9,88.9,88.9,500,0,15.39,44450000,0,500
2006-12-28,-8.8,-9.9,88.9,80.1,80.1,80.1,100,0,13.86,8010000,0,100
2006-12-29,0.0,0.0,80.1,80.1,80.1,80.1,0,0,13.86,0,0,0
2007-01-02,0.0,0.0,80.1,80.1,80.1,80.1,0,0,13.86,0,0,0
2007-01-03,0.0,0.0,80.1,80.1,80.1,80.1,0,0,13.86,0,0,0
2007-01-04,0.0,0.0,80.1,80.1,80.1,80.1,0,0,13.86,0,0,0
2007-01-05,0.0,0.0,80.1,80.1,80.1,80.1,0,0,13.86,0,0,0
2007-01-08,-8.0,-9.99,80.1,72.1,72.1,72.1,100,0,12.48,0,0,100
2007-01-09,-7.2,-9.99,72.1,64.9,64.9,64.9,100,0,11.23,6490000,0,100
2007-01-10,-6.4,-9.86,64.9,58.5,58.5,58.5,1100,0,10.12,64350000,0,1100
2007-01-11,-4.9,-7.55,64.9,60.0,60.0,60.0,900,0,10.38,54000000,0,900
2007-01-12,0.0,0.0,60.0,60.5,60.5,60.0,1500,0,10.38,90250000,0,1500
2007-01-15,0.0,0.0,60.2,60.2,60.2,60.2,0,0,10.42,0,0,0
2007-01-16,0.0,0.0,60.2,60.2,60.2,60.2,0,0,10.42,0,0,0
2007-01-17,0.0,0.0,60.2,60.2,60.2,60.2,0,0,10.42,0,0,0
2007-01-18,-5.2,-8.64,60.2,55.0,55.0,55.0,500,0,9.52,27500000,0,500
2007-01-19,5.0,9.09,55.0,56.0,60.0,60.0,4500,0,10.38,258730000,0,4500
2007-01-22,3.5,6.09,57.5,61.0,61.0,61.0,1300,0,10.56,79300000,0,1300
2007-01-23,0.0,0.0,61.0,61.9,61.9,61.0,9800,0,10.56,603220000,0,9800
2007-01-24,-0.1,-0.16,61.6,60.9,61.5,61.5,4500,0,10.64,274600000,0,4500
2007-01-25,-1.0,-1.64,61.0,60.0,60.0,60.0,400,0,10.38,24000000,0,400
2007-01-26,-2.0,-3.33,60.0,58.0,58.0,58.0,1000,0,10.04,58000000,0,1000
2007-01-29,0.0,0.0,58.0,58.0,58.0,58.0,0,0,10.04,0,0,0
