,quarter,roa
0,2009Q3,1.32
1,2009Q4,0.99
2,2010Q1,0.52
3,2010Q2,0.47
4,2010Q3,0.71
5,2010Q4,2.53
6,2011Q1,0.27
7,2011Q2,0.38
8,2011Q3,0.26
9,2011Q4,0.39
10,2012Q1,-0.02
11,2012Q2,0.14
12,2012Q3,0.0
13,2012Q4,0.21
14,2013Q1,0.04
15,2013Q2,-1.12
16,2013Q3,-0.87
17,2013Q4,1.92
18,2014Q1,0.2
19,2014Q2,-0.77
20,2014Q3,0.0
21,2014Q4,1.11
22,2015Q1,0.3
23,2015Q2,0.2
24,2015Q3,0.14
25,2015Q4,1.17
26,2016Q1,0.38
27,2016Q2,0.27
28,2016Q3,0.55
29,2016Q4,0.51
30,2017Q1,0.58
31,2017Q2,0.58
32,2017Q3,0.34
33,2017Q4,0.71
34,2018Q1,0.92
35,2018Q2,0.75
36,2018Q3,0.54
37,2018Q4,0.98
38,2019Q1,0.42
39,2019Q2,0.78
40,2019Q3,0.56
41,2019Q4,0.53
42,2020Q1,0.02
43,2020Q2,0.22
44,2020Q3,0.04
45,2020Q4,0.01
46,2021Q1,0.18
47,2021Q2,1.66
48,2021Q3,0.55
49,2021Q4,0.27
50,2022Q1,0.28
51,2022Q2,0.36
