,quarter,roa
0,2009Q4,3.35
1,2010Q2,1.28
2,2010Q3,1.88
3,2010Q4,1.42
4,2011Q1,0.31
5,2011Q2,0.61
6,2011Q3,0.29
7,2011Q4,0.36
8,2012Q1,0.03
9,2012Q2,0.27
10,2012Q3,0.6
11,2012Q4,-0.12
12,2013Q1,0.03
13,2013Q2,0.0
14,2013Q3,0.6
15,2013Q4,0.21
16,2014Q1,0.04
17,2014Q2,-0.02
18,2014Q3,0.29
19,2014Q4,0.24
20,2015Q1,0.02
21,2015Q2,0.0
22,2015Q3,0.08
23,2015Q4,-0.06
24,2016Q1,-0.19
25,2016Q2,0.02
26,2016Q3,-0.7
27,2016Q4,1.87
28,2017Q1,-0.02
29,2017Q2,0.04
30,2017Q3,0.07
31,2017Q4,6.52
32,2018Q1,-0.04
33,2018Q2,0.72
34,2018Q3,3.32
35,2018Q4,-0.15
36,2019Q1,-1.51
37,2019Q2,1.55
38,2019Q3,1.61
39,2019Q4,1.37
40,2020Q1,-1.4
41,2020Q2,-0.8
42,2020Q3,2.22
43,2020Q4,-8.48
44,2021Q1,-1.57
45,2021Q2,0.44
46,2021Q3,3.58
47,2021Q4,2.66
48,2022Q1,-0.93
49,2022Q2,2.6
