,quarter,roa
0,2008Q3,0.0
1,2008Q4,8.23
2,2009Q1,1.48
3,2009Q2,4.55
4,2009Q3,3.72
5,2009Q4,13.47
6,2010Q1,1.47
7,2010Q2,0.95
8,2010Q3,1.38
9,2010Q4,3.46
10,2011Q1,0.59
11,2011Q2,0.91
12,2011Q3,0.77
13,2011Q4,0.61
14,2012Q1,0.22
15,2012Q2,0.65
16,2012Q3,0.91
17,2012Q4,1.42
18,2013Q1,0.64
19,2013Q2,0.91
20,2013Q3,1.79
21,2013Q4,2.82
22,2014Q1,0.93
23,2014Q2,1.66
24,2014Q3,0.99
25,2014Q4,1.38
26,2015Q1,1.02
27,2015Q2,1.68
28,2015Q3,1.36
29,2015Q4,4.87
30,2016Q1,0.42
31,2016Q2,1.27
32,2016Q3,1.57
33,2016Q4,3.77
34,2017Q1,0.36
35,2017Q2,0.71
36,2017Q3,0.08
37,2017Q4,-6.6
38,2018Q1,-7.32
39,2018Q2,0.05
40,2018Q3,0.53
41,2018Q4,-2.39
42,2019Q1,0.07
43,2019Q2,1.33
44,2019Q3,1.86
45,2019Q4,1.34
46,2020Q1,0.63
47,2020Q2,1.15
48,2020Q3,0.6
49,2020Q4,1.85
50,2021Q1,0.03
51,2021Q2,-4.61
52,2021Q3,-1.99
53,2021Q4,1.63
54,2022Q1,-2.89
55,2022Q2,0.46
