,date,quarter,price,shares_est,market_cap
0,2017-06-30,2017Q2,12.5,79997613.36515513,999970167064
1,2017-09-29,2017Q3,13.1,80000439.02010712,1048005751163
2,2017-12-29,2017Q4,12.0,80003055.3558591,960036664270
3,2018-03-30,2018Q1,13.2,79997340.18973313,1055964890504
4,2018-06-29,2018Q2,14.0,80002834.04184379,1120039676586
5,2018-09-28,2018Q3,12.8,80001166.27790737,1024014928357
6,2018-12-28,2018Q4,13.0,84001784.50033991,1092023198504
7,2019-03-29,2019Q1,13.7,129998723.02387944,1780982505427
8,2019-06-28,2019Q2,12.8,130005742.93527804,1664073509572
9,2019-09-30,2019Q3,11.8,129997763.86404294,1533973613596
10,2019-12-31,2019Q4,11.0,130001932.87647162,1430021261641
11,2020-03-31,2020Q1,9.0,129996206.89655171,1169965862069
12,2020-06-30,2020Q2,9.8,129997896.85442574,1273979389173
13,2020-09-30,2020Q3,10.2,129996838.58730017,1325967753590
14,2020-12-31,2020Q4,15.9,130005250.67750676,2067083485772
15,2021-03-31,2021Q1,16.5,129999669.31216931,2144994543651
16,2021-06-30,2021Q2,18.8,129995718.36346336,2443919505233
17,2021-09-30,2021Q3,25.75,142994355.59736595,3682104656632
18,2021-12-31,2021Q4,23.85,142996072.9771742,3410456340506
19,2022-03-31,2022Q1,26.4,143001024.1058768,3775227036395
20,2022-06-30,2022Q2,24.05,164443851.71790236,3954874633816
