,timestamp,delta_volume,date,note
0,1512061200,41500000.0,2017-12-01,"Niêm yết cổ phiếu lần đầu - 41,500,000 CP"
1,1512666000,41500000.0,2017-12-08,"Giao dịch lần đầu - 41,500,000 CP"
2,1533834000,62250000.0,2018-08-10,"Niêm yết cổ phiếu bổ sung - 62,250,000 CP"
3,1534957200,62250000.0,2018-08-23,"Giao dịch bổ sung - 62,250,000 CP"
4,1562518800,103750000.0,2019-07-08,"Niêm yết cổ phiếu lần đầu - 103,750,000 CP"
5,1562864400,,2019-07-12,Giao dịch trở lại sàn HOSE
6,1562864400,,2019-07-12,Hủy niêm yết cổ phiếu
7,1563728400,103750000.0,2019-07-22,"Giao dịch lần đầu - 103,750,000 CP"
8,1615222800,61281335.0,2021-03-09,"Niêm yết cổ phiếu bổ sung - 61,281,335 CP"
9,1616000400,61281335.0,2021-03-18,"Giao dịch bổ sung - 61,281,335 CP"
10,1640797200,51450000.0,2021-12-30,"Niêm yết cổ phiếu bổ sung - 51,450,000 CP"
11,1669914000,51450000.0,2022-12-02,"Giao dịch bổ sung - 51,450,000 CP"
