,quarter,roa
0,2008Q2,0.0
1,2008Q3,1.24
2,2008Q4,1.27
3,2009Q1,1.87
4,2009Q2,3.29
5,2009Q3,2.29
6,2009Q4,2.92
7,2010Q1,2.0
8,2010Q2,1.46
9,2010Q3,6.16
10,2010Q4,1.69
11,2011Q1,1.53
12,2011Q2,1.6
13,2011Q3,2.24
14,2011Q4,2.27
15,2012Q1,1.53
16,2012Q2,1.71
17,2012Q3,5.52
18,2012Q4,2.7
19,2013Q1,2.74
20,2013Q2,5.56
21,2013Q3,4.26
22,2013Q4,2.61
23,2014Q1,3.82
24,2014Q2,3.35
25,2014Q3,3.61
26,2014Q4,3.09
27,2015Q1,2.91
28,2015Q2,3.33
29,2015Q3,3.57
30,2015Q4,2.54
31,2016Q1,2.45
32,2016Q2,2.74
33,2016Q3,3.01
34,2016Q4,2.21
35,2017Q1,1.75
36,2017Q2,1.52
37,2017Q3,1.6
38,2017Q4,1.45
39,2018Q1,0.4
40,2018Q2,0.45
41,2018Q3,1.11
42,2018Q4,1.21
43,2019Q1,1.19
44,2019Q2,1.12
45,2019Q3,1.32
46,2019Q4,0.58
47,2020Q1,-0.64
48,2020Q2,-4.63
49,2020Q3,-2.53
50,2020Q4,-1.17
51,2021Q1,-1.47
52,2021Q2,-3.48
53,2021Q3,-5.12
54,2021Q4,-5.39
55,2022Q1,0.81
56,2022Q2,3.79
