,date,quarter,price,shares_est,market_cap
0,2010-09-30,2010Q3,11.0,9846335.890321529,108309694794
1,2010-12-31,2010Q4,11.5,9846812.858602531,113238347874
2,2011-03-31,2011Q1,10.4,9846680.876979291,102405481121
3,2011-06-30,2011Q2,7.6,9846762.88659794,74835397938
4,2011-09-30,2011Q3,7.2,9846693.305064011,70896191796
5,2011-12-30,2011Q4,4.9,9846482.041734545,48247762004
6,2012-03-30,2012Q1,6.7,9846733.66834171,65973115578
7,2012-06-29,2012Q2,5.5,9846462.405052489,54155543228
8,2012-09-28,2012Q3,4.8,9846936.18103229,47265293669
9,2012-12-28,2012Q4,4.4,9846593.77628259,43325012616
10,2013-03-29,2013Q1,7.1,9846875.259357624,69912814341
11,2013-06-28,2013Q2,4.5,9846439.106616098,44308975980
12,2013-09-27,2013Q3,5.3,9846496.013428451,52186428871
13,2013-12-31,2013Q4,3.8,9846747.519294376,37417640573
14,2014-03-31,2014Q1,7.7,9846460.02710027,75817742209
15,2014-06-30,2014Q2,5.5,9846475.50776583,54155615293
16,2014-09-30,2014Q3,7.2,9846904.984291416,70897715887
17,2014-12-31,2014Q4,5.8,9846955.196070127,57112340137
18,2015-03-31,2015Q1,5.7,9846987.13608666,56127826676
19,2015-06-30,2015Q2,6.5,9846566.24968088,64002680623
20,2015-09-30,2015Q3,9.8,9846784.416462436,96498487281
21,2015-12-31,2015Q4,7.9,9846489.388474122,77787266169
22,2016-03-31,2016Q1,7.2,9846706.391314996,70896286017
23,2016-06-30,2016Q2,6.3,9846795.032091357,62034808702
24,2016-09-30,2016Q3,6.0,9846497.76453055,59078986587
25,2016-12-30,2016Q4,9.0,9846604.505322222,88619440548
26,2017-03-31,2017Q1,9.0,9846160.316258729,88615442846
27,2017-06-30,2017Q2,8.9,9846392.933093408,87632897105
28,2017-09-29,2017Q3,8.9,9846614.02249342,87634864800
29,2017-12-29,2017Q4,8.0,9846333.307411153,78770666459
30,2018-03-30,2018Q1,8.8,9846253.624294216,86647031894
31,2018-06-29,2018Q2,7.8,9846533.877038896,76802964241
32,2018-09-28,2018Q3,8.2,9846421.9330855,80740659851
33,2018-12-28,2018Q4,8.2,9846481.711097334,80741150031
34,2019-03-29,2019Q1,5.6,9846207.269079404,55138760707
35,2019-06-28,2019Q2,5.3,9846651.768513525,52187254373
36,2019-09-30,2019Q3,8.9,9846842.447916666,87636897786
37,2019-12-31,2019Q4,8.9,9846302.748741774,87632094464
38,2020-03-31,2020Q1,8.1,9846514.535792436,79756767740
39,2020-06-30,2020Q2,6.8,9846726.416527418,66957739632
40,2020-09-30,2020Q3,7.4,9846500.949968334,72864107030
41,2020-12-31,2020Q4,8.0,9846232.020012507,78769856160
42,2021-03-31,2021Q1,8.8,9846305.868044998,86647491639
43,2021-06-30,2021Q2,9.0,9846326.456749909,88616938111
44,2021-09-30,2021Q3,9.2,9846576.928643798,90588507744
45,2021-12-31,2021Q4,11.5,9846705.805609915,113237116765
46,2022-03-31,2022Q1,11.8,9846869.960416362,116193065533
47,2022-06-30,2022Q2,10.8,9846797.440764958,106345412360
