,quarter,roa
0,2009Q2,3.77
1,2010Q3,0.62
2,2010Q4,1.29
3,2011Q1,1.17
4,2011Q2,1.01
5,2011Q3,0.59
6,2011Q4,1.97
7,2012Q1,0.47
8,2012Q2,-0.11
9,2012Q3,0.29
10,2012Q4,0.25
11,2013Q1,0.43
12,2013Q2,0.28
13,2013Q3,0.14
14,2013Q4,-0.41
15,2014Q1,0.07
16,2014Q2,0.44
17,2014Q3,0.18
18,2014Q4,0.08
19,2015Q1,0.02
20,2015Q2,0.33
21,2015Q3,0.15
22,2015Q4,0.16
23,2016Q1,0.56
24,2016Q2,0.12
25,2016Q3,0.14
26,2016Q4,0.08
27,2017Q1,0.39
28,2017Q2,0.41
29,2017Q3,0.38
30,2017Q4,0.41
31,2018Q1,0.31
32,2018Q2,0.52
33,2018Q3,0.2
34,2018Q4,0.03
35,2019Q1,0.12
36,2019Q2,0.03
37,2019Q3,0.02
38,2019Q4,0.92
39,2020Q1,-0.18
40,2020Q2,0.33
41,2020Q3,0.22
42,2020Q4,0.47
43,2021Q1,0.49
44,2021Q2,0.92
45,2021Q3,0.0
46,2021Q4,0.15
47,2022Q1,0.54
48,2022Q2,0.78
