,quarter,roa
0,2010Q1,2.24
1,2010Q2,0.97
2,2010Q3,3.49
3,2010Q4,4.88
4,2011Q1,0.39
5,2011Q2,0.27
6,2011Q3,0.11
7,2011Q4,1.15
8,2012Q1,0.02
9,2012Q2,-0.81
10,2012Q3,0.03
11,2012Q4,0.9
12,2013Q1,-0.01
13,2013Q2,-1.94
14,2013Q3,-1.04
15,2013Q4,-3.25
16,2014Q1,-0.75
17,2014Q2,0.05
18,2014Q3,0.01
19,2014Q4,0.85
20,2015Q1,-0.77
21,2015Q2,-0.79
22,2015Q3,-0.41
23,2015Q4,2.45
24,2016Q1,-0.53
25,2016Q2,-0.76
26,2016Q3,-0.47
27,2016Q4,2.15
28,2017Q1,-0.62
29,2017Q2,-1.54
30,2017Q3,-0.29
31,2017Q4,0.55
32,2018Q1,2.33
33,2018Q2,-3.17
34,2018Q3,-0.09
35,2018Q4,-0.27
36,2019Q1,-0.19
37,2019Q2,-0.27
38,2019Q3,0.06
39,2019Q4,0.53
40,2020Q1,-0.06
41,2020Q2,0.07
42,2020Q3,0.26
43,2020Q4,-0.07
44,2021Q1,-0.26
45,2021Q2,1.75
46,2021Q3,0.15
47,2021Q4,0.82
48,2022Q1,-0.2
49,2022Q2,-0.25
