,date,quarter,price,shares_est,market_cap
0,2018-06-29,2018Q2,16.7,12499780.637613336,208746336648
1,2018-09-28,2018Q3,14.6,12500140.409997191,182502049986
2,2018-12-28,2018Q4,10.2,14374611.211573238,146621034358
3,2019-03-29,2019Q1,10.0,14375472.755287856,143754727553
4,2019-06-28,2019Q2,9.0,31874027.99377916,286866251944
5,2019-09-30,2019Q3,9.0,31874338.279961817,286869044520
6,2019-12-31,2019Q4,8.8,31874754.378470737,280497838531
7,2020-03-31,2020Q1,4.8,31874683.33051849,152998479986
8,2020-06-30,2020Q2,5.5,31875825.737937957,175317041559
9,2020-09-30,2020Q3,9.1,31875167.112299465,290064020722
10,2020-12-31,2020Q4,15.0,31875370.1875617,478130552813
11,2021-03-31,2021Q1,15.8,31875387.62852946,503631124531
12,2021-06-30,2021Q2,15.8,31873877.42240429,503607263274
13,2021-09-30,2021Q3,29.6,36656360.42402827,1085028268551
14,2021-12-31,2021Q4,23.6,66654081.29543953,1573036318572
15,2022-03-31,2022Q1,21.4,66656015.19279993,1426438725126
16,2022-06-30,2022Q2,8.5,66656239.76416639,566578037995
