,code,quarter,illiq,ln_illiq,hsl,ln_hsl,roa,shares_est,ln_size,ret,lev,meanv,stdv,gsv,wui,wuivnm,vni,crisis
36,AAM,2018Q4,2.404209013336433,0.8772209568770933,0.2608469044484041,0.02058053814520035,0.19,8035569.221425046,107676627567,0.0,7.948007636436344,0.09892307692307692,2.998640902078037,6.0,26.443,0.0,892.54,0
37,AAM,2019Q1,4.871540957122821,1.5834103053451596,0.18794502142561495,0.014173315106691637,1.35,8035756.1769268615,118929191419,10.447761194029852,9.655257452311794,0.2089655172413793,2.7647731988167386,7.0,36.588,0.0,980.76,0
38,AAM,2019Q2,2.274438925859664,0.8217333959899695,0.25540155908731943,0.02028510480211961,1.56,10446115.1670454,120130324421,-22.297297297297305,10.434112083033016,-0.3244262295081967,4.152527152064618,6.0,40.489000000000004,0.0,949.94,0
39,AAM,2019Q3,4.495385400556542,1.5030514040827374,0.08958512984169731,0.007776991580554371,0.26,10446190.33501334,124831974503,3.913043478260864,11.055295362997155,0.11446153846153848,3.3626668317205985,6.0,32.801,0.0,996.56,0
40,AAM,2019Q4,9.974616208141516,2.3000434866614468,0.05985907815614979,0.005138357763674427,0.35,10451085.07588116,133773888971,7.1129707112970815,7.073597380867498,0.16454545454545455,3.510858401201437,7.0,52.716,0.0,960.99,0
41,AAM,2020Q1,5.078232769358307,1.6249633210185122,0.0487469886861892,0.004239735890173521,0.3,10451008.135833038,120186593562,-10.156250000000004,5.628995507075051,-0.23827586206896556,2.9462829022530896,7.0,55.685,0.0,662.53,0
42,AAM,2020Q2,3.96458222733968,1.3774004844257275,0.08025336104111754,0.0071397209311678065,-0.27,12346107.784431135,132720658683,-6.521739130434782,5.828080726098106,-0.06532258064516126,2.9733486767031287,7.0,28.914,0.0,825.11,1
43,AAM,2020Q3,8.003897946068394,2.0799286662739327,0.0958026366158804,0.008586657044777976,-2.01,10451398.96373057,121236227979,7.906976744186044,8.729627210439412,0.19061538461538466,3.86576030560414,7.0,27.498,0.0686719,905.21,1
44,AAM,2020Q4,6.585612019015428,1.8848872722607333,0.07893480333139058,0.007128012148885905,-3.52,10451324.574628472,117054835236,-3.448275862068969,7.929550904190083,0.06707692307692309,3.2255933190058816,6.0,22.32,0.1550868,1103.87,1
45,AAM,2021Q1,2.69653913192128,0.9919691478060252,0.04344022051059911,0.0038826990028867367,-0.53,10450966.58905074,111825342503,-4.464285714285714,5.8165012867819605,-0.044482758620689636,2.631182892156724,8.0,11.889000000000001,0.0,1191.44,1
46,AAM,2021Q2,1.0719035302044866,0.06943606811833461,0.08562937356480928,0.00802195883981631,-1.54,10451098.024106996,111826748858,0.0,4.562634423500561,0.0308064516129032,2.510726038542125,6.0,18.073,0.1682086,1408.55,1
47,AAM,2021Q3,1.7726957193269541,0.5725013932588942,0.10820112746285752,0.010147236470551196,0.07,10451435.485645143,117578649214,5.140186915887856,3.55718184534363,0.1128125,2.6483738459246604,6.0,21.509,0.087382,1342.06,1
48,AAM,2021Q4,0.2270692590061356,-1.4825002022821283,0.11433739399358953,0.009709257763486615,2.16,10451005.700763687,131682671830,11.999999999999998,3.362209563165333,0.19287878787878787,2.8438791303707878,7.0,19.803,0.0,1498.28,1
49,AAM,2022Q1,0.12509306688672606,-2.078697283614784,0.1498912582757831,0.011738332250519718,1.03,10450994.998403747,158332574226,20.238095238095244,4.539357274930708,0.2260344827586207,2.9548324615759625,10.0,26.455,0.08186660000000001,1492.15,0
50,AAM,2022Q2,0.08748181710813811,-2.436324311691332,0.2369078881734629,0.019079796884491983,4.17,10451115.184845706,120710380385,-23.762376237623762,5.512126376479539,-0.4946774193548386,3.873542758353551,9.0,29.344,0.29038109999999995,1197.6,0
51,AAT,2021Q2,0.002105145021843449,-6.163370920233487,0.2717782483419573,0.015715777927941658,2.48,34800371.40204271,687307335190,57.37051792828685,28.81881958116895,0.7798387096774194,3.0796196762925363,10.0,18.073,0.1682086,1408.55,1
52,AAT,2021Q3,0.0015397882797675805,-6.476110352678335,0.1928521884453451,0.009824362470628756,0.37,34800538.66871874,765611850712,11.39240506329114,37.05654332154,0.06515625000000001,2.6021017098744905,8.0,21.509,0.087382,1342.06,1
53,AAT,2021Q4,0.0008057888679299916,-7.123688800231728,0.20693812832835415,0.010647290026102015,0.13,63804468.20698874,1148480427726,-18.181818181818183,31.531516731145963,-0.06166666666666665,2.069052241845812,9.0,19.803,0.0,1498.28,1
54,AAT,2022Q1,0.002078357188799592,-6.176177510412705,0.1822500817667964,0.013126065037802826,0.0,63800610.57050181,874068364816,-23.88888888888889,45.97174160302107,-0.6217241379310345,2.2011656703960165,13.0,26.455,0.08186660000000001,1492.15,0
55,AAT,2022Q2,0.010950706722436159,-4.51435128394055,0.1309276589293697,0.009896444367588896,7.56,63802629.36120006,593364453059,-32.116788321167874,31.172674210028177,-0.6175806451612903,3.102379671242268,8.0,29.344,0.29038109999999995,1197.6,0
56,ACL,2007Q4,0.006511088333568913,-5.034248657998843,0.20971336044823174,0.0026232466269438385,7.09,9000139.879703455,760511819835,-3.977272727272727,40.55735687038721,0.02030769230769228,2.050787172976795,38.75968992248062,13.844000000000001,0.0,927.02,1
57,ACL,2008Q1,0.21012859906825296,-1.5600355591751636,0.260102774069028,0.004300028352086517,6.04,8999765.22147441,316791735796,-58.34319526627219,52.99813195379009,-1.4486206896551723,3.1868784971118527,34.883720930232556,13.177,0.1107174,516.85,1
58,ACL,2008Q2,3.2248087979014035,1.170873661017731,0.019064384422353742,0.0008621726341393539,8.89,9000065.040650407,230401665041,-27.272727272727273,56.513335732718204,-0.5138333333333333,1.7293077792805496,0.0,18.019000000000002,0.21347,399.4,1
59,ACL,2008Q3,0.9842945909310636,-0.015830045707937456,0.16031824409405265,0.004361850202101607,5.55,9000122.669283612,364504968106,58.20312499999999,60.618877484182185,0.8503125,3.4188492303001334,8.527131782945737,14.048,0.2313744,456.7,1
60,ACL,2008Q4,2.3132475291641548,0.8386523940232959,0.1418361694692601,0.004387702036214115,2.1,9000270.27027027,183605513514,-49.62962962962963,64.33226744551659,-0.8783333333333333,3.622398943043698,8.527131782945737,13.245,0.11057049999999999,315.62,1
61,ACL,2009Q1,3.6473071676086017,1.293989133014855,0.07643101359344955,0.004156224492683053,0.51,9000130.471655034,175502544197,-4.411764705882347,55.952889998139554,-0.024827586206896603,3.2913465710030785,10.077519379844961,21.794,0.22089679999999998,280.67,1
62,ACL,2009Q2,0.05118547340724282,-2.972299509708311,0.10171984406067966,0.004322579896089458,2.92,8999879.619597929,226796966414,29.23076923076923,64.8243379689743,0.4885483870967742,3.8922153693271992,24.031007751937985,18.972,0.2037075,448.29,0
63,ACL,2009Q3,0.09717737777642653,-2.3312173335293034,0.11807182906128115,0.004478706230686841,2.56,9000111.638291935,331204108289,46.031746031746025,67.05057951300289,0.6267692307692307,2.9515234983883265,11.627906976744184,14.507,0.0984834,580.9,0
64,ACL,2009Q4,0.03643236269479249,-3.3122978143196486,0.15228172289462352,0.005202443296454278,4.23,9000052.748180188,249301461125,-24.72826086956521,72.20886583758637,-0.3812121212121212,3.1161156861864043,12.403100775193801,18.952,0.19022260000000002,494.77,0
65,ACL,2010Q1,0.02044635801625314,-3.8899505044683713,0.20496718927160784,0.006856506444859847,3.94,9000046.474880328,271801403541,9.025270758122744,67.06548014594455,0.1877586206896552,2.8077612003619024,2.3255813953488373,19.712,0.1030715,499.24,0
66,ACL,2010Q2,0.007238361798854944,-4.928360369064019,0.17949875214638314,0.0049697918078711574,2.79,10999770.315586384,404791547614,21.854304635761586,63.98196787389316,0.547258064516129,3.0026781321177,13.178294573643413,21.449,0.2137894,507.14,0
67,ACL,2010Q3,0.014898983344531352,-4.2064623002692745,0.21093827287011868,0.006939756088581332,0.67,10999864.553704455,345395746986,-14.673913043478258,64.603893774193,-0.21984375,2.3808031805931003,3.1007751937984502,19.653,0.30472319999999997,454.52,0
68,ACL,2010Q4,0.03843738840183771,-3.2587246367864386,0.23573838452302576,0.008667921432655004,1.64,10999759.105800733,295893519946,-14.331210191082803,68.0595911488066,-0.11045454545454546,2.0569113752406563,10.077519379844961,14.902000000000001,0.20410250000000002,484.66,0
69,ACL,2011Q1,0.026499867825774424,-3.6306155337090247,0.17633842223967688,0.007148571926448372,2.72,11000138.921046538,269503403566,-8.921933085501854,68.74820740583834,-0.08912280701754388,1.2131883623354889,6.2015503875969005,13.398,0.0951022,461.13,0
70,ACL,2011Q2,2.456626196693364,0.8987889438669289,0.12945441998206372,0.005739897147585579,6.84,11000038.1083038,262900910788,-2.4489795918367405,60.74004044892069,-0.02295081967213111,1.9023760093299948,8.527131782945737,14.120999999999999,0.2059944,432.54,0
71,ACL,2011Q3,1.351466527373654,0.3011903194085336,0.14372754141511948,0.005974541492980716,4.16,11000069.244884534,331102084271,25.94142259414227,53.95780612248055,0.3935384615384615,2.7835787614425143,8.527131782945737,20.227999999999998,0.0,427.6,0
72,ACL,2011Q4,0.11329565390801527,-2.1777544708364647,0.11279423780966455,0.00638585747279909,1.61,18399913.021868788,316478503976,-42.85714285714286,62.77973472364929,0.0516923076923077,1.8824315801234728,6.2015503875969005,19.437,0.0,351.55,0
73,ACL,2012Q1,0.05563581132120711,-2.8889281965506624,0.0962271726740974,0.005412772048796502,0.06,18400154.63555212,314642644268,-0.5813953488371969,63.36772481977276,0.19220338983050844,2.15084110876669,6.9767441860465125,18.63,0.0994431,441.03,0
74,ACL,2012Q2,0.05253761518581648,-2.9462258862037887,0.13998439376333568,0.007966097673645409,1.97,18399574.07160921,296233142553,-5.847953216374267,62.107190546661265,-0.07258064516129037,2.2467053732907103,6.9767441860465125,36.828,0.10237510000000001,422.37,0
75,ACL,2012Q3,0.954762826614276,-0.04629231844014912,0.08897161595375476,0.005615808585065675,0.29,18399446.1295002,266791968878,-9.937888198757774,62.323157227869295,-0.14515624999999996,1.9053158653165576,3.875968992248062,25.945,0.09031789999999999,392.57,0
76,ACL,2012Q4,1.7671164240313073,0.5693490791304312,0.03664134597333983,0.0028497711402455674,-0.31,18399973.27275157,231839663237,-13.103448275862071,66.81729222480419,-0.19984615384615384,1.7821611637171144,4.651162790697675,38.751999999999995,0.0851716,413.73,0
77,ACL,2013Q1,0.8997647536790203,-0.10562193462587592,0.07529961524707075,0.006340315701175235,-0.93,18399092.65878472,211589565576,-8.730158730158728,66.08956289515146,-0.08155172413793102,1.857207677382042,4.651162790697675,31.599,0.0840619,491.04,0
78,ACL,2013Q2,3.6970626775846926,1.3075386334447279,0.05569615397551626,0.005055694234751068,0.11,18400056.5650852,202400622216,-4.3478260869565215,67.55697393462702,-0.049344262295081966,2.1554681385199976,4.651162790697675,14.114,0.2769316,481.13,0
79,ACL,2013Q3,29.349095506000253,3.3792617282864685,0.07915475140737141,0.007970198323575909,0.1,18399803.605246544,160078291366,-20.909090909090914,66.21273857789623,-0.31261538461538463,3.0991809789659936,3.875968992248062,15.802999999999999,0.09439310000000001,492.63,0
80,ACL,2013Q4,7.9609173265741475,2.074544235248367,0.07755305549433078,0.008424663736067454,1.36,18400108.027817164,174801026264,9.195402298850585,62.269187284424866,0.16287878787878787,2.457175216914749,5.426356589147288,18.492,0.3694126,504.63,0
81,ACL,2014Q1,13.033588289991668,2.5675297400238235,0.06693356694393895,0.006413514713185229,0.25,18399578.74711238,193195576845,10.526315789473683,63.898154062051695,0.20892857142857146,2.4670001500323706,2.3255813953488373,19.537,0.3859265,591.57,0
82,ACL,2014Q2,26.182502143367262,3.2650913305277505,0.07907358768633388,0.008121711608560699,0.83,18399960.16994158,171119629580,-11.428571428571422,65.10784475843127,-0.15967213114754106,2.8132543238588266,3.875968992248062,20.086,0.2549395,578.13,0
83,ACL,2014Q3,2.1007480511417103,0.7422934961293234,0.1279586798607714,0.01203909758778048,0.67,18399231.620759264,229990395259,34.408602150537625,64.24280533951882,0.5078125,3.0241170658190097,4.651162790697675,14.210999999999999,0.1751927,598.8,0
84,ACL,2014Q4,1.3283344990865216,0.2839259011795969,0.13302230758106814,0.011392900408406115,0.13,18399396.4442695,209753119465,-8.799999999999997,66.51795672588644,-0.115,2.2267411510649717,2.3255813953488373,17.252,0.1279263,545.63,0
85,ACL,2015Q1,6.757960210048277,1.9107211004452704,0.03914550270086588,0.004012898721859524,0.16,18399338.374291115,180313516068,-14.035087719298243,67.91593423372123,-0.15607142857142858,2.4251483017981155,3.1007751937984502,29.838,0.1030503,551.13,0
86,ACL,2015Q2,1.2539842231946283,0.2263258609470783,0.09239774204245133,0.01043097380139702,1.22,18399379.203310914,152714847387,-15.306122448979592,74.39994450941533,-0.24967213114754094,2.114014322888341,3.875968992248062,25.361,0.1292992,593.05,0
87,ACL,2015Q3,0.5557506931418476,-0.5874354789198099,0.02677412184714304,0.0030048568430462988,1.1,18400037.20699492,182160368349,19.277108433734934,74.33990224851783,0.2796923076923077,1.2757044245616436,4.651162790697675,21.28,0.14677820000000003,562.64,0
88,ACL,2015Q4,3.62665548595914,1.2883108698392565,0.016247105510693475,0.001706876753393859,0.41,18399829.18496828,176638360176,-3.0303030303030374,75.1006959561431,-0.02181818181818181,2.222158970350792,4.651162790697675,18.518,0.1392661,579.03,0
89,ACL,2016Q1,4.912914669707632,1.591867384769374,0.023242117598743273,0.0025147355561022907,0.06,18399556.25990492,172955828843,-2.083333333333326,76.59925595948972,0.09457627118644064,2.012128159723275,2.3255813953488373,22.826,0.0,561.22,0
90,ACL,2016Q2,3.356654043180684,1.2109446573345402,0.023415341427276363,0.002555875862113973,0.72,22800242.04935117,214322275264,0.0,73.58869109109492,0.024193548387096787,2.225374934987174,3.1007751937984502,18.512999999999998,0.0,632.26,0
91,ACL,2016Q3,2.5770289980522136,0.946637184246504,0.026233540282331463,0.0029082037247614412,0.55,22800184.40463646,205201659642,-4.255319148936174,72.1650743859597,-0.05276923076923075,1.6988061135804942,3.1007751937984502,30.182,0.0,685.73,0
92,ACL,2016Q4,3.442628294286101,1.2362352186927252,0.09834008941985076,0.011881348759392429,0.54,22800387.72213247,193803295638,-5.5555555555555545,70.24956443815563,-0.05107692307692306,2.7277429561114044,3.875968992248062,32.031,0.16439260000000003,664.87,0
93,ACL,2017Q1,2.649700897907589,0.9744467649138608,0.03398483502047781,0.004001383357282282,0.19,22800295.76287533,182402366103,-5.882352941176472,68.43678343073385,-0.0716949152542373,2.4958946654818184,3.1007751937984502,29.91,0.0,722.31,0
94,ACL,2017Q2,3.29097258332258,1.191183139122059,0.03779478943109781,0.00457628262686915,1.04,22799975.136747885,193343789160,6.000000000000004,69.8512229289278,0.11016129032258068,1.790862501184591,2.3255813953488373,16.514,0.0,776.47,0
95,ACL,2017Q3,1.625839333177736,0.4860241951596788,0.056906345011989816,0.006764232113715161,0.65,22799170.07383902,191513028620,-0.9433962264150952,68.22201122387742,-0.0006250000000000162,1.7021684349535977,3.1007751937984502,16.326,0.0,804.42,0
96,ACL,2017Q4,3.6828270822023135,1.3036806861034167,0.06335118731818733,0.007613488753638133,0.11,22800304.043782305,184682462755,-3.57142857142858,65.93605856317139,-0.04307692307692309,1.6111068818099514,5.426356589147288,28.397,0.1331469,984.24,0
97,ACL,2018Q1,1.0335732364312464,0.033021960165336005,0.07040243215542599,0.008602666185926906,0.52,22799951.98367445,191519596663,3.7037037037037126,67.7473857376427,0.09280701754385967,2.4429883298840944,3.1007751937984502,13.622,0.0,1174.46,0
98,ACL,2018Q2,3.394548406466808,1.2221707349220825,0.076922988993768,0.008129666062418895,4.08,22799946.70929923,227999467093,19.047619047619047,63.41035385042106,0.3183870967741935,2.7254803718859715,5.426356589147288,25.653000000000002,0.0,960.78,0
99,ACL,2018Q3,3.3157260155314208,1.1986766088688914,0.06823557166718949,0.005438357096455679,8.05,22799440.216915946,405830035861,78.00000000000001,57.314181424685806,0.9703125,3.6635683744304526,5.426356589147288,28.711,0.0,1017.13,0
100,ACL,2018Q4,0.06557669055387061,-2.724534973098367,0.2911625170117749,0.01127780571979752,6.9,22800080.775444265,684002423263,68.53932584269663,58.15767155691317,0.97,3.982679296026733,6.2015503875969005,26.443,0.0,892.54,0
101,ACL,2019Q1,0.025240778643149563,-3.6792943922148535,0.4034560148463416,0.012024059860862659,4.11,22799739.776951674,827630553903,20.999999999999996,53.17253133426087,0.3810344827586207,3.291050965106805,7.751937984496124,36.588,0.0,980.76,0
102,ACL,2019Q2,0.012661121469786395,-4.369219282478007,0.3420147609505596,0.009282593123139764,4.2,22799762.51060221,869810939779,5.0964187327823725,54.700443303882594,0.1178688524590164,2.7371317802608006,8.527131782945737,40.489000000000004,0.0,949.94,0
103,ACL,2019Q3,0.02641520062174712,-3.6338156534014336,0.3112847508707205,0.00935637175086327,1.34,22799821.74099627,761514046149,-12.450851900393186,50.597543127254,-0.18507692307692306,1.985643884138187,10.077519379844961,32.801,0.0,996.56,0
104,ACL,2019Q4,0.09771963290713376,-2.3256527891783088,0.1794672801584288,0.007371154562112356,0.86,22799604.594880186,528950826601,-30.53892215568862,54.4847000620021,-0.508939393939394,2.907275821789653,10.852713178294573,52.716,0.0,960.99,0
105,ACL,2020Q1,0.21088922834527032,-1.5564222675041344,0.18542544905716227,0.00970571145837712,0.07,22799890.669308826,398998086713,-24.568965517241374,52.24180743554272,-0.4968965517241379,2.4591991328633034,10.077519379844961,55.685,0.0,662.53,0
106,ACL,2020Q2,0.038438329241713316,-3.258700159879959,0.16428669385370284,0.007997829307817282,0.28,22799870.95021395,494757199620,24.0,54.77534349373272,0.4037096774193549,3.376395028686791,11.627906976744184,28.914,0.0,825.11,1
107,ACL,2020Q3,0.023236189127269158,-3.7620443394776273,0.11707340630010935,0.006277140460777173,0.59,50160622.14359428,709772803332,-34.7926267281106,57.7175994923982,-0.28,7.295675945380249,12.403100775193801,27.498,0.0686719,905.21,1
108,ACL,2020Q4,0.015760715624661158,-4.150234787927134,0.0944532304544285,0.0072865522357332515,0.89,50157332.5635104,734804922055,3.53356890459364,58.13711419792793,0.0803076923076923,2.370162816948691,10.077519379844961,22.32,0.1550868,1103.87,1
109,ACL,2021Q1,0.017366325049530833,-4.053222289936752,0.10958585794327146,0.008009685807759136,0.67,50159923.20273057,662110986276,-9.897610921501713,56.36678424082378,-0.14379310344827587,2.711854953675835,8.527131782945737,11.889000000000001,0.0,1191.44,1
110,ACL,2021Q2,0.02046461268816157,-3.8890580947892257,0.0846694897489358,0.006681173681405106,0.72,50158156.47545002,652056034181,-1.5151515151515098,51.881091615818335,-0.00435483870967742,2.0595914133774618,7.751937984496124,18.073,0.1682086,1408.55,1
111,ACL,2021Q3,0.02992977918682547,-3.5089013347984213,0.08247454503887187,0.006760771627243698,0.24,50158408.25144609,634503864381,-2.6923076923076894,50.14225333906302,-0.004999999999999987,2.3011777522866517,7.751937984496124,21.509,0.087382,1342.06,1
112,ACL,2021Q4,0.006805228730213642,-4.9900640313622215,0.14024925947356895,0.008929665228648898,1.19,50160357.26554449,905394448643,42.68774703557313,49.92365948033347,0.6233333333333333,3.0038745919399767,8.527131782945737,19.803,0.0,1498.28,1
